,state,Question-asked,State,Health percent -Mean,Health percent - Median,Health percent -Variance,Health percent-Std-Dev,Health percent -Standard Error,average,standard deviation,Highest value in 2017,date of highest value,primary exceedence
10,Alabama,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Alabama,42.492000000000004,42.8,31.24743333333333,5.58994036938976,1.117988073877952,23.389298,9.298161,50.8,2017-10-20 17:00,0.0
11,Alabama,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Alabama,42.492000000000004,42.8,31.24743333333333,5.58994036938976,1.117988073877952,11.458696,8.414054,50.8,2017-10-20 17:00,
12,Alabama,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Alabama,16.02,15.8,24.791666666666668,4.979123082096552,0.9958246164193104,20.71261,8.622241,40.8,2017-01-31 18:00,0.0
13,Alabama,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Alabama,16.02,15.8,24.791666666666668,4.979123082096552,0.9958246164193104,8.974158,7.739944,40.8,2017-01-31 18:00,
14,Alabama,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Alabama,16.02,15.8,24.791666666666668,4.979123082096552,0.9958246164193104,23.389298,9.298161,50.8,2017-10-20 17:00,0.0
15,Alabama,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Alabama,16.02,15.8,24.791666666666668,4.979123082096552,0.9958246164193104,11.458696,8.414054,50.8,2017-10-20 17:00,
16,Alabama,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Alabama,25.695999999999994,26.1,13.201233333333334,3.633350152866268,0.7266700305732536,20.71261,8.622241,40.8,2017-01-31 18:00,0.0
17,Alabama,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Alabama,25.695999999999994,26.1,13.201233333333334,3.633350152866268,0.7266700305732536,8.974158,7.739944,40.8,2017-01-31 18:00,
18,Alabama,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Alabama,25.695999999999994,26.1,13.201233333333334,3.633350152866268,0.7266700305732536,23.389298,9.298161,50.8,2017-10-20 17:00,0.0
19,Alabama,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Alabama,25.695999999999994,26.1,13.201233333333334,3.633350152866268,0.7266700305732536,11.458696,8.414054,50.8,2017-10-20 17:00,
20,Alabama,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,Alabama,26.407999999999998,26.0,46.88743333333335,6.84743991089614,1.369487982179228,20.71261,8.622241,40.8,2017-01-31 18:00,0.0
21,Alabama,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,Alabama,26.407999999999998,26.0,46.88743333333335,6.84743991089614,1.369487982179228,8.974158,7.739944,40.8,2017-01-31 18:00,
22,Alabama,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,Alabama,26.407999999999998,26.0,46.88743333333335,6.84743991089614,1.369487982179228,23.389298,9.298161,50.8,2017-10-20 17:00,0.0
23,Alabama,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,Alabama,26.407999999999998,26.0,46.88743333333335,6.84743991089614,1.369487982179228,11.458696,8.414054,50.8,2017-10-20 17:00,
24,Alabama,Percent of adults who engage in no leisure-time physical activity,Alabama,32.41199999999999,34.1,52.056099999999965,7.2149913374861345,1.4429982674972268,20.71261,8.622241,40.8,2017-01-31 18:00,0.0
25,Alabama,Percent of adults who engage in no leisure-time physical activity,Alabama,32.41199999999999,34.1,52.056099999999965,7.2149913374861345,1.4429982674972268,8.974158,7.739944,40.8,2017-01-31 18:00,
26,Alabama,Percent of adults who engage in no leisure-time physical activity,Alabama,32.41199999999999,34.1,52.056099999999965,7.2149913374861345,1.4429982674972268,23.389298,9.298161,50.8,2017-10-20 17:00,0.0
27,Alabama,Percent of adults who engage in no leisure-time physical activity,Alabama,32.41199999999999,34.1,52.056099999999965,7.2149913374861345,1.4429982674972268,11.458696,8.414054,50.8,2017-10-20 17:00,
28,Alabama,Percent of adults who report consuming fruit less than one time daily,Alabama,44.588,45.4,39.926100000000005,6.318710311448057,1.2637420622896114,20.71261,8.622241,40.8,2017-01-31 18:00,0.0
29,Alabama,Percent of adults who report consuming fruit less than one time daily,Alabama,44.588,45.4,39.926100000000005,6.318710311448057,1.2637420622896114,8.974158,7.739944,40.8,2017-01-31 18:00,
30,Alabama,Percent of adults who report consuming fruit less than one time daily,Alabama,44.588,45.4,39.926100000000005,6.318710311448057,1.2637420622896114,23.389298,9.298161,50.8,2017-10-20 17:00,0.0
31,Alabama,Percent of adults who report consuming fruit less than one time daily,Alabama,44.588,45.4,39.926100000000005,6.318710311448057,1.2637420622896114,11.458696,8.414054,50.8,2017-10-20 17:00,
32,Alabama,Percent of adults who report consuming vegetables less than one time daily,Alabama,19.328,18.3,22.222933333333334,4.714120632030255,0.9428241264060511,20.71261,8.622241,40.8,2017-01-31 18:00,0.0
33,Alabama,Percent of adults who report consuming vegetables less than one time daily,Alabama,19.328,18.3,22.222933333333334,4.714120632030255,0.9428241264060511,8.974158,7.739944,40.8,2017-01-31 18:00,
34,Alabama,Percent of adults who report consuming vegetables less than one time daily,Alabama,19.328,18.3,22.222933333333334,4.714120632030255,0.9428241264060511,23.389298,9.298161,50.8,2017-10-20 17:00,0.0
35,Alabama,Percent of adults who report consuming vegetables less than one time daily,Alabama,19.328,18.3,22.222933333333334,4.714120632030255,0.9428241264060511,11.458696,8.414054,50.8,2017-10-20 17:00,
36,Alaska,Percent of adults aged 18 years and older who have an overweight classification,Alaska,31.858333333333338,32.15,12.642536231884057,3.55563443451152,0.7257908397018863,23.121159,14.525068,65.7,2017-01-24 14:00,0.0
37,Alaska,Percent of adults aged 18 years and older who have an overweight classification,Alaska,31.858333333333338,32.15,12.642536231884057,3.55563443451152,0.7257908397018863,12.569094,12.294333,65.7,2017-01-24 14:00,
38,Alaska,Percent of adults aged 18 years and older who have obesity,Alaska,34.44583333333333,34.35,21.266068840579727,4.61151480975392,0.9413215187654121,23.121159,14.525068,65.7,2017-01-24 14:00,0.0
39,Alaska,Percent of adults aged 18 years and older who have obesity,Alaska,34.44583333333333,34.35,21.266068840579727,4.61151480975392,0.9413215187654121,12.569094,12.294333,65.7,2017-01-24 14:00,
40,Alaska,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Alaska,57.16666666666668,57.55,26.18927536231883,5.117545833924581,1.0446146690350873,23.121159,14.525068,65.7,2017-01-24 14:00,0.0
41,Alaska,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Alaska,57.16666666666668,57.55,26.18927536231883,5.117545833924581,1.0446146690350873,12.569094,12.294333,65.7,2017-01-24 14:00,
42,Alaska,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Alaska,24.325,23.9,18.681956521739135,4.322262893640221,0.8822782186320051,23.121159,14.525068,65.7,2017-01-24 14:00,0.0
43,Alaska,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Alaska,24.325,23.9,18.681956521739135,4.322262893640221,0.8822782186320051,12.569094,12.294333,65.7,2017-01-24 14:00,
44,Alaska,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Alaska,36.66250000000001,37.5,15.911141304347831,3.9888771984542006,0.8142261485696054,23.121159,14.525068,65.7,2017-01-24 14:00,0.0
45,Alaska,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Alaska,36.66250000000001,37.5,15.911141304347831,3.9888771984542006,0.8142261485696054,12.569094,12.294333,65.7,2017-01-24 14:00,
46,Alaska,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,Alaska,34.725,34.35,31.724565217391298,5.632456410607302,1.1497203503713287,23.121159,14.525068,65.7,2017-01-24 14:00,0.0
47,Alaska,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,Alaska,34.725,34.35,31.724565217391298,5.632456410607302,1.1497203503713287,12.569094,12.294333,65.7,2017-01-24 14:00,
48,Alaska,Percent of adults who engage in no leisure-time physical activity,Alaska,21.308333333333337,20.4,26.883405797101446,5.184921002011645,1.058367567630717,23.121159,14.525068,65.7,2017-01-24 14:00,0.0
49,Alaska,Percent of adults who engage in no leisure-time physical activity,Alaska,21.308333333333337,20.4,26.883405797101446,5.184921002011645,1.058367567630717,12.569094,12.294333,65.7,2017-01-24 14:00,
50,Alaska,Percent of adults who report consuming fruit less than one time daily,Alaska,38.537499999999994,36.95,90.40766304347827,9.508294433991738,1.9408724739520957,23.121159,14.525068,65.7,2017-01-24 14:00,0.0
51,Alaska,Percent of adults who report consuming fruit less than one time daily,Alaska,38.537499999999994,36.95,90.40766304347827,9.508294433991738,1.9408724739520957,12.569094,12.294333,65.7,2017-01-24 14:00,
52,Alaska,Percent of adults who report consuming vegetables less than one time daily,Alaska,21.375,20.5,56.04108695652174,7.48605950794687,1.528085498215029,23.121159,14.525068,65.7,2017-01-24 14:00,0.0
53,Alaska,Percent of adults who report consuming vegetables less than one time daily,Alaska,21.375,20.5,56.04108695652174,7.48605950794687,1.528085498215029,12.569094,12.294333,65.7,2017-01-24 14:00,
54,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,17.38253,7.10483,39.0,2017-11-14 18:00,0.0
55,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,7.712692,6.155675,39.0,2017-11-14 18:00,
56,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,20.564384,9.021314,44.5,2017-12-27 17:00,0.0
57,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,8.421862,7.375466,44.5,2017-12-27 17:00,
58,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,18.685205,8.080043,42.6,2017-12-20 18:00,0.0
59,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,8.316371,7.118178,42.6,2017-12-20 18:00,
60,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,39.879452,10.034377,64.0,2017-04-12 21:00,0.0
61,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,21.710014,13.691345,64.0,2017-04-12 21:00,
62,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,35.238356,12.027014,69.0,2017-02-05 01:00,0.0
63,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,16.990608,13.090725,69.0,2017-02-05 01:00,
64,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,38.561644,13.068066,66.0,2017-11-16 18:00,0.0
65,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,18.24213,13.888388,66.0,2017-11-16 18:00,
66,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,32.684516,12.097929,55.9,2017-10-15 19:00,0.0
67,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,15.281445,12.316862,55.9,2017-10-15 19:00,
68,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,46.489011,9.735759,72.0,2017-10-15 19:00,0.0
69,Arizona,Percent of adults aged 18 years and older who have an overweight classification,Arizona,34.70740740740741,35.3,12.994558404558413,3.6047965829653155,0.6937434258496227,30.627264,12.045869,72.0,2017-10-15 19:00,
70,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,17.38253,7.10483,39.0,2017-11-14 18:00,0.0
71,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,7.712692,6.155675,39.0,2017-11-14 18:00,
72,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,20.564384,9.021314,44.5,2017-12-27 17:00,0.0
73,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,8.421862,7.375466,44.5,2017-12-27 17:00,
74,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,18.685205,8.080043,42.6,2017-12-20 18:00,0.0
75,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,8.316371,7.118178,42.6,2017-12-20 18:00,
76,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,39.879452,10.034377,64.0,2017-04-12 21:00,0.0
77,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,21.710014,13.691345,64.0,2017-04-12 21:00,
78,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,35.238356,12.027014,69.0,2017-02-05 01:00,0.0
79,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,16.990608,13.090725,69.0,2017-02-05 01:00,
80,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,38.561644,13.068066,66.0,2017-11-16 18:00,0.0
81,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,18.24213,13.888388,66.0,2017-11-16 18:00,
82,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,32.684516,12.097929,55.9,2017-10-15 19:00,0.0
83,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,15.281445,12.316862,55.9,2017-10-15 19:00,
84,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,46.489011,9.735759,72.0,2017-10-15 19:00,0.0
85,Arizona,Percent of adults aged 18 years and older who have obesity,Arizona,29.93703703703703,30.5,40.29011396011395,6.34744940587272,1.2215672077160484,30.627264,12.045869,72.0,2017-10-15 19:00,
86,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,17.38253,7.10483,39.0,2017-11-14 18:00,0.0
87,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,7.712692,6.155675,39.0,2017-11-14 18:00,
88,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,20.564384,9.021314,44.5,2017-12-27 17:00,0.0
89,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,8.421862,7.375466,44.5,2017-12-27 17:00,
90,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,18.685205,8.080043,42.6,2017-12-20 18:00,0.0
91,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,8.316371,7.118178,42.6,2017-12-20 18:00,
92,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,39.879452,10.034377,64.0,2017-04-12 21:00,0.0
93,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,21.710014,13.691345,64.0,2017-04-12 21:00,
94,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,35.238356,12.027014,69.0,2017-02-05 01:00,0.0
95,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,16.990608,13.090725,69.0,2017-02-05 01:00,
96,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,38.561644,13.068066,66.0,2017-11-16 18:00,0.0
97,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,18.24213,13.888388,66.0,2017-11-16 18:00,
98,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,32.684516,12.097929,55.9,2017-10-15 19:00,0.0
99,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,15.281445,12.316862,55.9,2017-10-15 19:00,
100,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,46.489011,9.735759,72.0,2017-10-15 19:00,0.0
101,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),Arizona,51.22222222222223,51.7,31.659487179487186,5.626676388374151,1.0828543758235758,30.627264,12.045869,72.0,2017-10-15 19:00,
102,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,17.38253,7.10483,39.0,2017-11-14 18:00,0.0
103,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,7.712692,6.155675,39.0,2017-11-14 18:00,
104,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,20.564384,9.021314,44.5,2017-12-27 17:00,0.0
105,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,8.421862,7.375466,44.5,2017-12-27 17:00,
106,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,18.685205,8.080043,42.6,2017-12-20 18:00,0.0
107,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,8.316371,7.118178,42.6,2017-12-20 18:00,
108,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,39.879452,10.034377,64.0,2017-04-12 21:00,0.0
109,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,21.710014,13.691345,64.0,2017-04-12 21:00,
110,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,35.238356,12.027014,69.0,2017-02-05 01:00,0.0
111,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,16.990608,13.090725,69.0,2017-02-05 01:00,
112,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,38.561644,13.068066,66.0,2017-11-16 18:00,0.0
113,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,18.24213,13.888388,66.0,2017-11-16 18:00,
114,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,Arizona,21.829629629629625,22.1,19.56062678062679,4.422739736930808,0.8511566592242188,32.684516,12.097929,55.9,2017-10-15 19:00,0.0
